"","state","county","math_score","college_share","income","poor_share","pop","region","pop_cat"
"656","Illinois","Marion County",3.3633502,0.13516836,44992.91008,0.16286418,39022,"Midwest","More Populated"
"657","Illinois","Marshall County",3.5164874,0.17314576,54598.67112,0.096802346,12621,"Midwest","Less Populated"
"658","Illinois","Mason County",2.5256989,0.1627121,44367.64503,0.15254949,14570,"Midwest","Less Populated"
"659","Illinois","Massac County",3.7916601,0.14125168,42559.20863,0.13626893,14921,"Midwest","Less Populated"
"660","Illinois","Menard County",3.1296899,0.24148254,59007.51995,0.078441612,12393,"Midwest","Less Populated"
"661","Illinois","Mercer County",3.2380629,0.14617246,55979.70531,0.094666958,16175,"Midwest","Less Populated"
"662","Illinois","Monroe County",3.8080328,0.24780318,74187.31186,0.044977907,33295,"Midwest","Mid-range Population"
"663","Illinois","Montgomery County",2.814204,0.13587037,44610.81517,0.13848168,29388,"Midwest","Mid-range Population"
"664","Illinois","Morgan County",2.5253692,0.19713116,49249.94199,0.16855066,34827,"Midwest","Mid-range Population"
"665","Illinois","Moultrie County",3.5909636,0.13870327,52206.82426,0.11027021,14405,"Midwest","Less Populated"
"666","Illinois","Ogle County",3.4027948,0.17784898,58128.34647,0.088556208,55332,"Midwest","More Populated"
"667","Illinois","Peoria County",2.6390991,0.27788177,55950.45189,0.14632179,185177,"Midwest","Most Populated"
"668","Illinois","Perry County",2.7629879,0.1339304,44081.47494,0.13778645,22320,"Midwest","Mid-range Population"
"669","Illinois","Piatt County",4.0924802,0.23206984,68252.13019,0.076661691,16428,"Midwest","Less Populated"
"670","Illinois","Pike County",2.7067556,0.12619483,40397.81077,0.15380985,16146,"Midwest","Less Populated"
"671","Illinois","Pope County",2.7523,0.082720287,38894.6745,0.12297264,4014,"Midwest","Least Populated"
"672","Illinois","Pulaski County",1.3158122,0.11921425,32205.90424,0.22935644,6214,"Midwest","Least Populated"
"673","Illinois","Putnam County",3.9837594,0.15000658,61554.75541,0.10857682,5993,"Midwest","Least Populated"
"674","Illinois","Randolph County",2.4390266,0.12281711,47774.04896,0.10741955,32503,"Midwest","Mid-range Population"
"675","Illinois","Richland County",3.3317435,0.18169019,45924.79825,0.13769954,15449,"Midwest","Less Populated"
"676","Illinois","Rock Island County",2.6712511,0.20795608,50189.35666,0.12368694,146516,"Midwest","Most Populated"
"677","Illinois","St. Clair County",2.6262476,0.23995553,54834.45499,0.15180713,263288,"Midwest","Most Populated"
"678","Illinois","Saline County",2.1602757,0.14263746,42653.01638,0.18415754,25787,"Midwest","Mid-range Population"
"679","Illinois","Sangamon County",2.9282293,0.30705023,60170.25633,0.13498627,196755,"Midwest","Most Populated"
"680","Illinois","Schuyler County",2.5959511,0.1729631,48763.79374,0.1396811,6705,"Midwest","Least Populated"
"681","Illinois","Scott County",3.021425,0.17964649,46446.63025,0.092174836,5137,"Midwest","Least Populated"
"682","Illinois","Shelby County",3.438926,0.14644636,49236.73993,0.11289814,21622,"Midwest","Mid-range Population"
"683","Illinois","Stark County",2.907866,0.15009817,51867.29229,0.11417539,5904,"Midwest","Least Populated"
"684","Illinois","Stephenson County",2.586395,0.16807738,46585.68655,0.15080658,46286,"Midwest","More Populated"
"685","Illinois","Tazewell County",3.4931357,0.23264685,61671.2085,0.07876642,132624,"Midwest","Most Populated"
"686","Illinois","Union County",2.9003963,0.17846178,46012.67661,0.20828514,17903,"Midwest","Less Populated"
"687","Illinois","Vermilion County",2.200109,0.13534839,44389.49885,0.18711627,79873,"Midwest","More Populated"
"688","Illinois","Wabash County",3.4207056,0.1518452,46252.93053,0.12838413,11851,"Midwest","Less Populated"
"689","Illinois","Warren County",2.8012581,0.19562969,45505.82899,0.13774391,17406,"Midwest","Less Populated"
"690","Illinois","Washington County",3.0902171,0.17199959,54879.34276,0.091031782,14448,"Midwest","Less Populated"
"691","Illinois","Wayne County",2.7830114,0.12070131,46554.62017,0.14067553,16207,"Midwest","Less Populated"
"692","Illinois","White County",2.2497709,0.11917207,46095.25646,0.14806367,14489,"Midwest","Less Populated"
"693","Illinois","Whiteside County",3.203944,0.15970038,50046.39824,0.11105915,58794,"Midwest","More Populated"
"694","Illinois","Will County",3.214222,0.31376305,83941.71528,0.065140583,688081,"Midwest","Most Populated"
"695","Illinois","Williamson County",2.9169407,0.21797243,47531.29182,0.16551422,64972,"Midwest","More Populated"
"696","Illinois","Winnebago County",2.4406252,0.20513548,52112.69418,0.16017036,297967,"Midwest","Most Populated"
"697","Illinois","Woodford County",3.8080654,0.26366737,69572.31484,0.070793986,38676,"Midwest","More Populated"
"698","Indiana","Adams County",3.9976821,0.12085603,48132.93957,0.16292554,34299,"Midwest","Mid-range Population"
"699","Indiana","Allen County",3.7494149,0.25937045,53656.42469,0.12468699,355164,"Midwest","Most Populated"
"700","Indiana","Bartholomew County",4.0647001,0.26589477,57690.31708,0.10561361,76185,"Midwest","More Populated"
"701","Indiana","Benton County",4.2096062,0.13831955,48485.02507,0.098627761,8759,"Midwest","Least Populated"
"702","Indiana","Blackford County",4.2175927,0.12219052,38580.54645,0.14262632,12992,"Midwest","Less Populated"
"703","Indiana","Boone County",4.8389044,0.39209533,81088.81577,0.070716769,57390,"Midwest","More Populated"
"704","Indiana","Brown County",4.4884357,0.21282309,57351.52926,0.10786173,14453,"Midwest","Less Populated"
"705","Indiana","Carroll County",4.1553226,0.14829211,54482.47413,0.094755128,19792,"Midwest","Mid-range Population"
"706","Indiana","Cass County",3.6670704,0.14064495,43541.89303,0.13704567,39043,"Midwest","More Populated"
"707","Indiana","Clark County",3.7113335,0.17945978,54287.77585,0.11647857,110203,"Midwest","Most Populated"
"708","Indiana","Clay County",4.4250097,0.13867456,47558.97546,0.12429586,26368,"Midwest","Mid-range Population"
"709","Indiana","Clinton County",3.3267627,0.12913714,52084.92511,0.11861597,34439,"Midwest","Mid-range Population"
"710","Indiana","Crawford County",4.5609059,0.11280649,40891.22197,0.18803263,10619,"Midwest","Less Populated"
"711","Indiana","Daviess County",3.9676189,0.1185028,48176.36922,0.12346409,31032,"Midwest","Mid-range Population"
"712","Indiana","Dearborn County",4.2230678,0.17008586,62679.87983,0.072003476,50652,"Midwest","More Populated"
"713","Indiana","Decatur County",4.8436437,0.14882366,51998.0986,0.10822814,25146,"Midwest","Mid-range Population"
"714","Indiana","DeKalb County",4.3555331,0.15591678,49733.5015,0.090327829,42457,"Midwest","More Populated"
"715","Indiana","Delaware County",3.9199328,0.24308865,40930.68443,0.24776241,115193,"Midwest","Most Populated"
"716","Indiana","Dubois County",4.6007237,0.20254731,59107.40985,0.095817603,41514,"Midwest","More Populated"
"717","Indiana","Elkhart County",3.5238914,0.17860785,50554.22821,0.13694561,200561,"Midwest","Most Populated"
"718","Indiana","Fayette County",3.7467103,0.087613612,41466.20505,0.19309703,24124,"Midwest","Mid-range Population"
"719","Indiana","Floyd County",3.8633769,0.2171409,61206.75572,0.10931616,74830,"Midwest","More Populated"
"720","Indiana","Fountain County",3.4056671,0.10760654,45763.88863,0.13195659,16863,"Midwest","Less Populated"
"721","Indiana","Franklin County",3.7619643,0.16255203,52918.53242,0.11671292,22940,"Midwest","Mid-range Population"
"722","Indiana","Fulton County",4.5265203,0.14035735,45748.31537,0.11458169,20348,"Midwest","Mid-range Population"
"723","Indiana","Gibson County",4.0693617,0.14328609,52234.60218,0.12362333,32824,"Midwest","Mid-range Population"
"724","Indiana","Grant County",3.7556424,0.16041236,41115.5715,0.16489467,68533,"Midwest","More Populated"
"725","Indiana","Greene County",4.0822802,0.11036557,45926.88467,0.1436232,32675,"Midwest","Mid-range Population"
"726","Indiana","Hamilton County",5.0704727,0.54265326,93216.32509,0.04568857,285654,"Midwest","Most Populated"
"727","Indiana","Hancock County",4.6482902,0.2430916,68938.36993,0.074058235,69237,"Midwest","More Populated"
"728","Indiana","Harrison County",4.2183805,0.14359191,53097.40448,0.10005949,37783,"Midwest","More Populated"
"729","Indiana","Hendricks County",5.013289,0.31578949,74341.67182,0.056056831,142393,"Midwest","Most Populated"
"730","Indiana","Henry County",4.1414423,0.13646466,46633.62519,0.139226,47764,"Midwest","More Populated"
"731","Indiana","Howard County",3.2375128,0.19660403,49312.26987,0.16176589,82909,"Midwest","More Populated"
"732","Indiana","Huntington County",3.9415646,0.14900403,48886.36809,0.11370394,37775,"Midwest","More Populated"
"733","Indiana","Jackson County",4.0015087,0.13755798,48963.92821,0.10992884,43306,"Midwest","More Populated"
"734","Indiana","Jasper County",4.2487969,0.1421787,57165.38566,0.089574024,32998,"Midwest","Mid-range Population"
"735","Indiana","Jay County",4.1584301,0.10582466,43345.58575,0.13367322,20883,"Midwest","Mid-range Population"
"736","Indiana","Jefferson County",3.8368196,0.18437083,47841.03204,0.15251976,32822,"Midwest","Mid-range Population"
"737","Indiana","Jennings County",4.4167504,0.074440598,49108.97136,0.12284602,27979,"Midwest","Mid-range Population"
"738","Indiana","Johnson County",4.7756772,0.25919971,65470.76248,0.081599377,142877,"Midwest","Most Populated"
"739","Indiana","Knox County",3.7621365,0.14697507,46187.73676,0.17510994,37813,"Midwest","More Populated"
"740","Indiana","Kosciusko County",4.2904477,0.20360486,54646.87647,0.10011564,76619,"Midwest","More Populated"
"741","Indiana","LaGrange County",4.0493665,0.097096011,54457.40921,0.16027568,37222,"Midwest","More Populated"
"742","Indiana","Lake County",3.7263739,0.18736881,54128.4054,0.15636016,492541,"Midwest","Most Populated"
"743","Indiana","LaPorte County",3.89975,0.16346139,49347.57977,0.14100908,111085,"Midwest","Most Populated"
"744","Indiana","Lawrence County",3.839565,0.1254352,47856.17226,0.15760934,45725,"Midwest","More Populated"
"745","Indiana","Madison County",3.9431276,0.16459475,47391.19899,0.1451509,131389,"Midwest","Most Populated"
"746","Indiana","Marion County",3.3428299,0.26579192,48036.81128,0.17246273,897380,"Midwest","Most Populated"
"747","Indiana","Marshall County",4.2286983,0.16825517,50262.54258,0.11908644,46745,"Midwest","More Populated"
"748","Indiana","Martin County",4.3264489,0.085238621,48136.70505,0.12903322,10036,"Midwest","Less Populated"
"749","Indiana","Miami County",3.6034174,0.099941351,45514.63813,0.16710819,35480,"Midwest","Mid-range Population"
"750","Indiana","Monroe County",4.0505109,0.46227232,45908.77552,0.29766649,132140,"Midwest","Most Populated"
"751","Indiana","Montgomery County",4.235817,0.17402998,49562.15442,0.12330686,37695,"Midwest","More Populated"
"752","Indiana","Morgan County",4.1796889,0.13889036,59371.97635,0.10096423,71556,"Midwest","More Populated"
"753","Indiana","Newton County",4.4635444,0.094148844,49505.3869,0.082258627,13712,"Midwest","Less Populated"
"754","Indiana","Noble County",3.8693469,0.1285017,50801.67648,0.11305694,48225,"Midwest","More Populated"
"755","Indiana","Ohio County",3.4689474,0.12300011,57292.6374,0.078909628,5817,"Midwest","Least Populated"
"756","Indiana","Orange County",3.5601881,0.12483515,41768.41401,0.20008798,19465,"Midwest","Mid-range Population"
"757","Indiana","Owen County",4.0324264,0.083014205,46009.9174,0.12332002,22351,"Midwest","Mid-range Population"
"758","Indiana","Parke County",4.1720591,0.12865114,44256.64554,0.16599056,16868,"Midwest","Less Populated"
"759","Indiana","Perry County",4.6602235,0.081369862,49043.4984,0.10445661,18733,"Midwest","Mid-range Population"
"760","Indiana","Pike County",4.317348,0.083631024,48224.20101,0.13120408,12177,"Midwest","Less Populated"
"761","Indiana","Porter County",4.7122121,0.24985734,66543.3252,0.096431419,164304,"Midwest","Most Populated"
"762","Indiana","Posey County",3.8122694,0.1867767,61835.69425,0.083766676,26000,"Midwest","Mid-range Population"
"763","Indiana","Pulaski County",4.6409364,0.13325082,44724.45777,0.16332582,13260,"Midwest","Less Populated"
"764","Indiana","Putnam County",4.219203,0.18135118,53014.97664,0.098641045,36595,"Midwest","More Populated"
"765","Indiana","Randolph County",4.3362842,0.10390062,42731.75075,0.1320636,25603,"Midwest","Mid-range Population"
"766","Indiana","Ripley County",4.5583215,0.14827593,51904.08019,0.098053202,27354,"Midwest","Mid-range Population"
"767","Indiana","Rush County",3.8555205,0.13263243,47874.20136,0.12983108,17019,"Midwest","Less Populated"
"768","Indiana","St. Joseph County",3.5224092,0.27135924,50457.45058,0.14691739,266794,"Midwest","Most Populated"
"769","Indiana","Scott County",3.8454669,0.098856628,48147.26372,0.15873528,23681,"Midwest","Mid-range Population"
"770","Indiana","Shelby County",4.3699965,0.15018184,53652.11473,0.10085505,44197,"Midwest","More Populated"
"771","Indiana","Spencer County",4.9552245,0.15748073,55817.56548,0.11966862,19817,"Midwest","Mid-range Population"
"772","Indiana","Starke County",3.2979817,0.11129268,43380.93323,0.15768145,23450,"Midwest","Mid-range Population"
"773","Indiana","Steuben County",4.6190033,0.18432492,51367.06087,0.10957584,33522,"Midwest","Mid-range Population"
"774","Indiana","Sullivan County",3.6572754,0.14154595,43488.03497,0.11893187,21223,"Midwest","Mid-range Population"
"775","Indiana","Switzerland County",3.1976893,0.11511642,41697.61293,0.13716325,9715,"Midwest","Less Populated"
"776","Indiana","Tippecanoe County",4.4776821,0.36775261,49539.65504,0.21975707,168501,"Midwest","Most Populated"
"777","Indiana","Tipton County",4.328239,0.13489534,55761.84595,0.065682344,15652,"Midwest","Less Populated"
"778","Indiana","Union County",4.4853444,0.15085156,45489.59553,0.12038394,6995,"Midwest","Least Populated"
"779","Indiana","Vanderburgh County",3.5407879,0.219833,47974.86569,0.15517348,175805,"Midwest","Most Populated"
"780","Indiana","Vermillion County",3.7897747,0.12293172,45075.94504,0.1519988,15859,"Midwest","Less Populated"
"781","Indiana","Vigo County",3.7177548,0.20912881,42309.18126,0.20116834,106562,"Midwest","Most Populated"
"782","Indiana","Wabash County",3.8390694,0.16613106,47568.87774,0.11807916,32340,"Midwest","Mid-range Population"
"783","Indiana","Warren County",3.7933397,0.13078222,58774.65938,0.08824718,8481,"Midwest","Least Populated"
"784","Indiana","Warrick County",4.5136275,0.25945562,63455.11825,0.060391184,59128,"Midwest","More Populated"
"785","Indiana","Washington County",4.5340409,0.10496256,45743.15017,0.16956957,27748,"Midwest","Mid-range Population"
"786","Indiana","Wayne County",3.7670994,0.15498309,40895.20757,0.16149169,67273,"Midwest","More Populated"
"787","Indiana","Wells County",4.0453901,0.13976933,52568.70839,0.083567858,27619,"Midwest","Mid-range Population"
"788","Indiana","White County",4.5221605,0.14548913,51223.7868,0.094173722,23350,"Midwest","Mid-range Population"
"789","Indiana","Whitley County",4.2495461,0.16265701,56746.08609,0.067683496,32896,"Midwest","Mid-range Population"
"790","Iowa","Adair County",2.9751222,0.13576762,48520.32947,0.10544422,7315,"Midwest","Least Populated"
"791","Iowa","Adams County",2.8323641,0.15749,48374.66468,0.12174424,3887,"Midwest","Least Populated"
"792","Iowa","Allamakee County",3.5109591,0.13446791,48549.06546,0.10935808,14544,"Midwest","Less Populated"
"793","Iowa","Appanoose County",3.6155267,0.16707535,39767.74975,0.15785918,12616,"Midwest","Less Populated"
"794","Iowa","Audubon County",3.7921131,0.15069202,45449.64046,0.11164575,5986,"Midwest","Least Populated"
"795","Iowa","Benton County",3.8787818,0.17930357,62618.54426,0.072637551,26718,"Midwest","Mid-range Population"
"796","Iowa","Black Hawk County",3.1005599,0.25668114,51458.54705,0.18247376,129987,"Midwest","Most Populated"
"797","Iowa","Boone County",3.4645967,0.19588666,55918.72409,0.10565325,26039,"Midwest","Mid-range Population"
"798","Iowa","Bremer County",4.4318504,0.26713386,64171.85591,0.092925452,23545,"Midwest","Mid-range Population"
"799","Iowa","Buchanan County",3.7940724,0.18500845,56683.73471,0.09318506,20905,"Midwest","Mid-range Population"
"800","Iowa","Buena Vista County",3.497339,0.22498594,49204.20365,0.11713497,19902,"Midwest","Mid-range Population"
"801","Iowa","Butler County",4.1662025,0.1487646,52602.05247,0.10419617,14474,"Midwest","Less Populated"
"802","Iowa","Calhoun County",3.9837885,0.18021445,44103.55098,0.1037621,9674,"Midwest","Less Populated"
"803","Iowa","Carroll County",3.6601038,0.19963033,52321.70403,0.11166574,20782,"Midwest","Mid-range Population"
"804","Iowa","Cass County",3.626668,0.14532837,45657.06563,0.1311827,13799,"Midwest","Less Populated"
"805","Iowa","Cedar County",3.4900744,0.18615906,60703.39624,0.071220674,17968,"Midwest","Less Populated"
"806","Iowa","Cerro Gordo County",3.5450821,0.21108289,50133.55543,0.12003241,43519,"Midwest","More Populated"
"807","Iowa","Cherokee County",3.2968042,0.19233046,51408.8417,0.049474563,11513,"Midwest","Less Populated"
"808","Iowa","Chickasaw County",4.0582924,0.13485341,48566.38251,0.092793219,12050,"Midwest","Less Populated"
"809","Iowa","Clarke County",3.7076988,0.12994504,48304.161,0.1221085,9113,"Midwest","Less Populated"
"810","Iowa","Clay County",4.1866021,0.18561642,49036.08322,0.11183378,16527,"Midwest","Less Populated"
"811","Iowa","Clayton County",3.5893416,0.14719191,48652.44696,0.11211411,17343,"Midwest","Less Populated"
"812","Iowa","Clinton County",3.9912269,0.16859485,50426.73791,0.11248419,48872,"Midwest","More Populated"
"813","Iowa","Crawford County",4.2836685,0.15352535,49118.54182,0.10602506,16580,"Midwest","Less Populated"
"814","Iowa","Dallas County",4.3745499,0.4127481,81269.18485,0.066477545,64299,"Midwest","More Populated"
"815","Iowa","Davis County",3.5052736,0.1700753,49203.26859,0.094906323,8627,"Midwest","Least Populated"
"816","Iowa","Decatur County",3.9849234,0.18778251,38428.82109,0.16718611,8111,"Midwest","Least Populated"
"817","Iowa","Delaware County",4.3143196,0.14558716,58539.85493,0.087714791,17162,"Midwest","Less Populated"
"818","Iowa","Des Moines County",3.7997396,0.17274237,46435.72216,0.13636634,40930,"Midwest","More Populated"
"819","Iowa","Dickinson County",3.9785211,0.26402757,59320.21414,0.083209611,16622,"Midwest","Less Populated"
"820","Iowa","Dubuque County",3.6123388,0.25399029,59212.54419,0.092966527,94015,"Midwest","Most Populated"
"821","Iowa","Emmet County",3.4946644,0.18115628,48487.54475,0.11711685,10214,"Midwest","Less Populated"
"822","Iowa","Fayette County",3.5101416,0.16867632,48384.64765,0.13274464,20081,"Midwest","Mid-range Population"
"823","Iowa","Floyd County",3.4304292,0.14812391,46669.36466,0.14191985,16006,"Midwest","Less Populated"
"824","Iowa","Franklin County",3.8286214,0.14511482,47421.86208,0.10558273,10521,"Midwest","Less Populated"
"825","Iowa","Fremont County",4.1686959,0.17354508,52991.42588,0.087938987,7315,"Midwest","Least Populated"
"826","Iowa","Greene County",3.053642,0.17449021,47262.58344,0.08007624,9242,"Midwest","Less Populated"
"827","Iowa","Grundy County",3.6264229,0.21687479,60353.49795,0.075195238,12146,"Midwest","Less Populated"
"828","Iowa","Guthrie County",3.9261692,0.18861684,52887.20467,0.072050817,10867,"Midwest","Less Populated"
"829","Iowa","Hamilton County",4.5972657,0.1646774,53204.44101,0.095138907,15046,"Midwest","Less Populated"
"830","Iowa","Hancock County",3.7825797,0.15589187,54284.91941,0.10996284,10984,"Midwest","Less Populated"
"831","Iowa","Hardin County",3.1565526,0.20259364,53091.86563,0.10013253,17124,"Midwest","Less Populated"
"832","Iowa","Harrison County",3.993655,0.15393206,56194.3886,0.10133035,15277,"Midwest","Less Populated"
"833","Iowa","Henry County",3.9002731,0.19965778,50206.23093,0.13891639,19861,"Midwest","Mid-range Population"
"834","Iowa","Howard County",3.3573332,0.11435431,49073.152,0.11186673,9368,"Midwest","Less Populated"
"835","Iowa","Humboldt County",4.6256571,0.157718,48109.88446,0.096066594,9378,"Midwest","Less Populated"
"836","Iowa","Ida County",4.3707318,0.18298739,49356.38228,0.10402683,6738,"Midwest","Least Populated"
"837","Iowa","Iowa County",3.5154228,0.19142716,55432.01235,0.089610785,15634,"Midwest","Less Populated"
"838","Iowa","Jackson County",4.4931169,0.14771304,49586.2305,0.098923236,19720,"Midwest","Mid-range Population"
"839","Iowa","Jasper County",3.9686363,0.16656597,55132.5057,0.12373211,36116,"Midwest","Mid-range Population"
"840","Iowa","Jefferson County",4.0886102,0.29022798,44960.35736,0.14541511,15394,"Midwest","Less Populated"
"841","Iowa","Johnson County",3.7846625,0.51907504,59962.55324,0.18826598,132269,"Midwest","Most Populated"
"842","Iowa","Jones County",3.3947952,0.15989815,54589.04904,0.079001054,20152,"Midwest","Mid-range Population"
"843","Iowa","Keokuk County",4.0241494,0.13728763,45857.24831,0.1025006,10548,"Midwest","Less Populated"
"844","Iowa","Kossuth County",3.3910534,0.16656567,54704.15493,0.084997214,15039,"Midwest","Less Populated"
"845","Iowa","Lee County",3.5911906,0.14482686,45103.96456,0.13539061,35529,"Midwest","Mid-range Population"
"846","Iowa","Linn County",4.0647154,0.29842249,63874.88678,0.09700051,210083,"Midwest","Most Populated"
"847","Iowa","Louisa County",3.1544271,0.12930684,51744.22859,0.1244974,11275,"Midwest","Less Populated"
"848","Iowa","Lucas County",3.1511476,0.10648172,50261.72432,0.16216283,9094,"Midwest","Less Populated"
"849","Iowa","Lyon County",3.7192967,0.15987006,60432.27856,0.056533948,11189,"Midwest","Less Populated"
"850","Iowa","Madison County",3.4615526,0.18162194,62185.7519,0.088468224,15629,"Midwest","Less Populated"
"851","Iowa","Mahaska County",3.2544858,0.17895989,47962.96341,0.14198925,21949,"Midwest","Mid-range Population"
"852","Iowa","Marion County",3.7678499,0.24967568,57604.74274,0.080314845,32434,"Midwest","Mid-range Population"
"853","Iowa","Marshall County",3.6669328,0.18166317,54181.18092,0.12786111,39777,"Midwest","More Populated"
"854","Iowa","Mills County",3.887557,0.2269212,67995.12458,0.098281696,15002,"Midwest","Less Populated"
"855","Iowa","Mitchell County",4.6642361,0.16502942,53113.46112,0.060733922,10761,"Midwest","Less Populated"
"856","Iowa","Monona County",3.6107187,0.14689121,42242.59028,0.11547171,8843,"Midwest","Least Populated"
"857","Iowa","Monroe County",2.8784118,0.15183108,48829.48281,0.1342254,7544,"Midwest","Least Populated"
"858","Iowa","Montgomery County",3.6658802,0.17650513,42383.9054,0.141708,10670,"Midwest","Less Populated"
"859","Iowa","Muscatine County",3.7829323,0.19470048,57022.85442,0.1357058,42990,"Midwest","More Populated"
"860","Iowa","O'Brien County",3.9989681,0.19236596,52900.08807,0.10914899,13850,"Midwest","Less Populated"
"861","Iowa","Osceola County",4.1090946,0.16130748,48681.48282,0.085729495,6236,"Midwest","Least Populated"
"862","Iowa","Page County",3.66484,0.16660149,45098.91865,0.11910281,15270,"Midwest","Less Populated"
"863","Iowa","Palo Alto County",3.3195775,0.16098915,49178.50982,0.10712353,9139,"Midwest","Less Populated"
"864","Iowa","Plymouth County",3.9266984,0.19824444,59767.37177,0.049022675,24232,"Midwest","Mid-range Population"
"865","Iowa","Pocahontas County",4.5198612,0.16360018,46912.93461,0.095744625,7211,"Midwest","Least Populated"
"866","Iowa","Polk County",3.6665514,0.32604709,64562.88021,0.1028793,435091,"Midwest","Most Populated"
"867","Iowa","Pottawattamie County",2.8975828,0.17263386,56692.76498,0.12027749,91258,"Midwest","Most Populated"
"868","Iowa","Poweshiek County",4.1369162,0.23629631,53498.57656,0.10970314,18335,"Midwest","Less Populated"
"869","Iowa","Ringgold County",3.1854362,0.20753379,47973.70162,0.12622991,4936,"Midwest","Least Populated"
"870","Iowa","Sac County",4.0622377,0.18185998,49853.87807,0.10130493,10012,"Midwest","Less Populated"
"871","Iowa","Scott County",3.7544866,0.29666904,59229.63747,0.13089426,169131,"Midwest","Most Populated"
"872","Iowa","Shelby County",3.7020044,0.15994987,51779.14293,0.099699825,11864,"Midwest","Less Populated"
"873","Iowa","Sioux County",3.9444895,0.23069735,64457.68754,0.064417325,32235,"Midwest","Mid-range Population"
"874","Iowa","Story County",4.4504657,0.49619871,53826.08123,0.1938397,87699,"Midwest","More Populated"
"875","Iowa","Tama County",3.8097839,0.16484918,54569.23223,0.10602991,17239,"Midwest","Less Populated"
"876","Iowa","Taylor County",3.4040055,0.12360056,46072.45385,0.11654429,6297,"Midwest","Least Populated"
"877","Iowa","Union County",2.5434272,0.15545566,48454.78778,0.17924668,12175,"Midwest","Less Populated"
"878","Iowa","Van Buren County",3.2315943,0.13542156,46775.86156,0.16615705,7495,"Midwest","Least Populated"
"879","Iowa","Wapello County",3.2910211,0.15039314,42014.26417,0.15978704,35583,"Midwest","Mid-range Population"
"880","Iowa","Warren County",4.0734644,0.27471811,68337.22548,0.068905637,45593,"Midwest","More Populated"
"881","Iowa","Washington County",3.4753878,0.19375804,57442.10924,0.10859397,21217,"Midwest","Mid-range Population"
"882","Iowa","Wayne County",4.3848863,0.10909696,45645.68202,0.12776484,6276,"Midwest","Least Populated"
"883","Iowa","Webster County",3.2932007,0.17652912,43389.35982,0.14380056,38110,"Midwest","More Populated"
"884","Iowa","Winnebago County",3.6534202,0.19834334,49520.30223,0.10092014,10599,"Midwest","Less Populated"
"885","Iowa","Winneshiek County",3.8892865,0.26979423,57217.01173,0.09429013,20741,"Midwest","Mid-range Population"
"886","Iowa","Woodbury County",3.5699546,0.20434374,50954.38674,0.13752231,103860,"Midwest","Most Populated"
"887","Iowa","Worth County",4.2671027,0.15871164,49383.58397,0.11573585,7560,"Midwest","Least Populated"
"888","Iowa","Wright County",3.8302679,0.15678899,46474.14703,0.11141644,12604,"Midwest","Less Populated"
"889","Kansas","Allen County",3.6427677,0.17839301,42055.88168,0.12631401,13180,"Midwest","Less Populated"
"890","Kansas","Anderson County",4.3175402,0.15788628,42618.1886,0.12382442,7834,"Midwest","Least Populated"
"891","Kansas","Atchison County",2.5574667,0.2242416,46510.55667,0.12772585,16361,"Midwest","Less Populated"
"892","Kansas","Barber County",4.0257959,0.18208048,49369.03148,0.13078673,4579,"Midwest","Least Populated"
"893","Kansas","Barton County",2.770977,0.20428418,46182.62817,0.12167902,27693,"Midwest","Mid-range Population"
"894","Kansas","Bourbon County",3.2213151,0.20641154,42762.66678,0.15573046,14852,"Midwest","Less Populated"
"895","Kansas","Brown County",4.2596378,0.1630591,45225.48367,0.19728869,9970,"Midwest","Less Populated"
"896","Kansas","Butler County",3.9581416,0.24948432,61894.11919,0.072911307,64073,"Midwest","More Populated"
"897","Kansas","Chase County",4.0236955,0.18839104,41889,0.10850231,2808,"Midwest","Least Populated"
"898","Kansas","Chautauqua County",4.1141768,0.16987416,37927,0.10148169,3691,"Midwest","Least Populated"
"899","Kansas","Cherokee County",3.7204311,0.14544475,41044.74554,0.17522274,20941,"Midwest","Mid-range Population"
"900","Kansas","Cheyenne County",4.4904141,0.1641051,46058,0.1316264,2664,"Midwest","Least Populated"
"901","Kansas","Clark County",2.4048131,0.19717406,42976,0.12922107,2035,"Midwest","Least Populated"
"902","Kansas","Clay County",4.1918659,0.18924731,52649.72267,0.090084217,8773,"Midwest","Least Populated"
"903","Kansas","Cloud County",3.9757092,0.15412468,41851.98353,0.17348816,9234,"Midwest","Less Populated"
"904","Kansas","Coffey County",4.034008,0.20024912,58661.87967,0.11500195,8489,"Midwest","Least Populated"
"905","Kansas","Comanche County",3.0406733,0.16353111,43542,0.088876471,1894,"Midwest","Least Populated"
"906","Kansas","Cowley County",2.7068167,0.19187096,45283.39005,0.15017743,33778,"Midwest","Mid-range Population"
"907","Kansas","Crawford County",3.2634289,0.27843475,38532.28954,0.17863432,39026,"Midwest","More Populated"
"908","Kansas","Decatur County",3.6820993,0.17840919,40958.71023,0.15933158,2843,"Midwest","Least Populated"
"909","Kansas","Dickinson County",3.6664584,0.19974537,48816.57209,0.1108196,18894,"Midwest","Mid-range Population"
"910","Kansas","Doniphan County",3.2821085,0.16283518,49502.05072,0.12695146,7679,"Midwest","Least Populated"
"911","Kansas","Douglas County",4.2682705,0.4988178,52680.6625,0.20853244,117167,"Midwest","Most Populated"
"912","Kansas","Edwards County",3.9064562,0.21412762,48576.70629,0.1665463,3105,"Midwest","Least Populated"
"913","Kansas","Elk County",4.1271124,0.17086577,37393,0.18402283,2938,"Midwest","Least Populated"
