"","state","county","math_score","college_share","income","poor_share","pop","region","pop_cat"
"2615","Texas","Grimes County",2.2558408,0.11573595,48847.91167,0.14733095,26317,"South","Mid-range Population"
"2616","Texas","Guadalupe County",3.3026216,0.24314672,66915.83857,0.094832972,124263,"South","Most Populated"
"2617","Texas","Hale County",3.7888293,0.13796914,45130.6139,0.18346472,35803,"South","Mid-range Population"
"2618","Texas","Hall County",3.4758635,0.15201385,27244,0.27710843,3323,"South","Least Populated"
"2619","Texas","Hamilton County",3.8572922,0.23326166,42598.47634,0.11825168,7992,"South","Least Populated"
"2620","Texas","Hansford County",2.637543,0.19969597,41685.80331,0.13785115,5411,"South","Least Populated"
"2621","Texas","Hardeman County",3.7365265,0.14716853,35156,0.19207028,3914,"South","Least Populated"
"2622","Texas","Hardin County",3.6040964,0.1559881,56071.45345,0.11934702,53827,"South","More Populated"
"2623","Texas","Harris County",3.1617734,0.26260099,62955.05272,0.16566418,4147218,"South","Most Populated"
"2624","Texas","Harrison County",3.1621828,0.16100894,46932.96726,0.15194884,65260,"South","More Populated"
"2625","Texas","Hartley County",3.2579129,0.19820829,64614,0.093028471,4967,"South","Least Populated"
"2626","Texas","Haskell County",1.4679676,0.11652853,41145.72555,0.18770713,5009,"South","Least Populated"
"2627","Texas","Hays County",3.357023,0.34310102,63746.21451,0.17073135,160802,"South","Most Populated"
"2628","Texas","Hemphill County",4.3056812,0.16344605,67773,0.16821156,3450,"South","Least Populated"
"2629","Texas","Henderson County",3.5643182,0.1424388,43056.45287,0.16909163,79427,"South","More Populated"
"2630","Texas","Hidalgo County",3.1230557,0.1443442,37222.97544,0.34501946,761223,"South","Most Populated"
"2631","Texas","Hill County",3.3869805,0.1506393,44021.85534,0.14848943,36031,"South","Mid-range Population"
"2632","Texas","Hockley County",3.2289169,0.1778411,47818.63745,0.17194517,22081,"South","Mid-range Population"
"2633","Texas","Hood County",3.4510779,0.23621629,58245.27623,0.11054973,52054,"South","More Populated"
"2634","Texas","Hopkins County",2.8413074,0.16647884,46715.92003,0.15852457,34864,"South","Mid-range Population"
"2635","Texas","Houston County",2.1242123,0.13211776,35519.67647,0.22813812,22400,"South","Mid-range Population"
"2636","Texas","Howard County",1.469179,0.10421359,52052.09097,0.16196355,32851,"South","Mid-range Population"
"2637","Texas","Hudspeth County",3.627723,0.10518444,26635,0.46029887,3129,"South","Least Populated"
"2638","Texas","Hunt County",3.0544522,0.17554174,47398.75706,0.1930065,83679,"South","More Populated"
"2639","Texas","Hutchinson County",2.282088,0.12907234,49117.95679,0.15124243,21564,"South","Mid-range Population"
"2640","Texas","Irion County",4.5838332,0.1232,64100,0.014943216,1779,"South","Least Populated"
"2641","Texas","Jack County",3.0312686,0.10543129,51290.33868,0.19413297,8525,"South","Least Populated"
"2642","Texas","Jackson County",2.8848069,0.16656721,57484.65272,0.117707,14305,"South","Less Populated"
"2643","Texas","Jasper County",2.4514718,0.13922352,47771.8611,0.18316731,34752,"South","Mid-range Population"
"2644","Texas","Jeff Davis County",2.8931618,0.34292865,50174,0.14689265,2271,"South","Least Populated"
"2645","Texas","Jefferson County",3.13218,0.17778006,47014.86376,0.18654805,243933,"South","Most Populated"
"2646","Texas","Jim Hogg County",2.5005572,0.12323765,37280.73189,0.1189109,4992,"South","Least Populated"
"2647","Texas","Jim Wells County",2.5805719,0.1065372,45489.2016,0.21927607,41562,"South","More Populated"
"2648","Texas","Johnson County",3.4094188,0.15840247,60987.12592,0.10488712,157548,"South","Most Populated"
"2649","Texas","Jones County",2.8083029,0.10268009,46578.15992,0.11774544,19047,"South","Mid-range Population"
"2650","Texas","Karnes County",2.6582386,0.08568304,47097.27631,0.20036879,15126,"South","Less Populated"
"2651","Texas","Kaufman County",3.2263749,0.17679982,64092.45157,0.11147013,105489,"South","Most Populated"
"2652","Texas","Kendall County",4.4267402,0.35750294,76650.8809,0.072918989,35204,"South","Mid-range Population"
"2653","Texas","Kenedy County",NA,0.17934783,24000,0.1493776,385,"South","Least Populated"
"2654","Texas","Kent County",2.3535898,0.19360569,50625,0.053805776,708,"South","Least Populated"
"2655","Texas","Kerr County",3.8136237,0.26296112,46058.79103,0.14183922,48600,"South","More Populated"
"2656","Texas","Kimble County",2.2623019,0.2131955,40193.6488,0.13999861,4470,"South","Least Populated"
"2657","Texas","King County",NA,0.36781609,57083,0,276,"South","Least Populated"
"2658","Texas","Kinney County",3.6496315,0.14532316,34398,0.32225138,3257,"South","Least Populated"
"2659","Texas","Kleberg County",2.7772405,0.21161085,40625.9074,0.24930046,31014,"South","Mid-range Population"
"2660","Texas","Knox County",4.0845156,0.13109386,40849.83786,0.15507816,3390,"South","Least Populated"
"2661","Texas","Lamar County",3.2667105,0.17298636,42264.6516,0.16660331,49347,"South","More Populated"
"2662","Texas","Lamb County",3.6524887,0.13677578,40140.20813,0.17523375,13457,"South","Less Populated"
"2663","Texas","Lampasas County",3.2332959,0.17560737,51505.8853,0.14770374,21075,"South","Mid-range Population"
"2664","Texas","La Salle County",2.3985667,0.080667593,40094,0.21775009,5877,"South","Least Populated"
"2665","Texas","Lavaca County",3.596077,0.13889696,48048.5563,0.10439546,18504,"South","Less Populated"
"2666","Texas","Lee County",3.110606,0.14694679,52143.27823,0.11300073,16204,"South","Less Populated"
"2667","Texas","Leon County",3.1195982,0.12752205,46794.07797,0.16606939,16786,"South","Less Populated"
"2668","Texas","Liberty County",2.7739716,0.089640498,51837.5972,0.15353788,76501,"South","More Populated"
"2669","Texas","Limestone County",2.5400209,0.11829253,37950.789,0.18149905,22474,"South","Mid-range Population"
"2670","Texas","Lipscomb County",2.0720353,0.22492658,60681.16596,0.1452246,3023,"South","Least Populated"
"2671","Texas","Live Oak County",4.0688848,0.14480014,48966.28185,0.13262461,11210,"South","Less Populated"
"2672","Texas","Llano County",3.033746,0.24361855,50010.00187,0.12917846,18357,"South","Less Populated"
"2673","Texas","Loving County",3.6168835,0.17948718,56875,0,58,"South","Least Populated"
"2674","Texas","Lubbock County",2.9742179,0.26806718,49812.02477,0.19524838,276591,"South","Most Populated"
"2675","Texas","Lynn County",4.0049453,0.157681,40187.72646,0.17409858,5628,"South","Least Populated"
"2676","Texas","McCulloch County",3.1409147,0.19982906,38766.43245,0.23373468,7862,"South","Least Populated"
"2677","Texas","McLennan County",3.0235381,0.20810972,47735.23165,0.19938648,238487,"South","Most Populated"
"2678","Texas","McMullen County",NA,0.10493827,57589,0.09141583,837,"South","Least Populated"
"2679","Texas","Madison County",3.4604275,0.12278308,44365.58629,0.21248455,13646,"South","Less Populated"
"2680","Texas","Marion County",1.7044239,0.11448808,35879.54163,0.23356435,10096,"South","Less Populated"
"2681","Texas","Martin County",2.601197,0.12839763,64357.4203,0.081284694,4701,"South","Least Populated"
"2682","Texas","Mason County",4.8026133,0.29556033,40531.83749,0.15893792,4036,"South","Least Populated"
"2683","Texas","Matagorda County",3.0663557,0.14505471,41582.11555,0.21859372,37128,"South","More Populated"
"2684","Texas","Maverick County",3.5727706,0.13107151,37321.00033,0.33699492,53967,"South","More Populated"
"2685","Texas","Medina County",3.0368812,0.19333677,58652.18393,0.15605272,45052,"South","More Populated"
"2686","Texas","Menard County",4.0596557,0.13851762,37917,0.18601398,2133,"South","Least Populated"
"2687","Texas","Midland County",2.1213973,0.22913742,76062.57913,0.12765941,132844,"South","Most Populated"
"2688","Texas","Milam County",2.6854808,0.13559166,39884.14961,0.17944373,24515,"South","Mid-range Population"
"2689","Texas","Mills County",4.0623026,0.1903518,44495.32982,0.15443379,5085,"South","Least Populated"
"2690","Texas","Mitchell County",2.5569732,0.093284927,51146.32734,0.1587746,9404,"South","Less Populated"
"2691","Texas","Montague County",3.1266549,0.16656078,45598.92976,0.13300179,19407,"South","Mid-range Population"
"2692","Texas","Montgomery County",4.1042385,0.29204369,76576.07265,0.10838225,459550,"South","Most Populated"
"2693","Texas","Moore County",2.9633601,0.13659549,49495.55036,0.13511424,21004,"South","Mid-range Population"
"2694","Texas","Morris County",3.3520896,0.17214879,38357.54229,0.16699363,12596,"South","Less Populated"
"2695","Texas","Motley County",NA,0.18494898,35433,0.2206278,1289,"South","Least Populated"
"2696","Texas","Nacogdoches County",2.2723589,0.23536935,40345.58606,0.25777829,65258,"South","More Populated"
"2697","Texas","Navarro County",2.6694653,0.15564312,43479.62889,0.20076323,49756,"South","More Populated"
"2698","Texas","Newton County",2.8913355,0.082799725,37934.71125,0.17159238,13603,"South","Less Populated"
"2699","Texas","Nolan County",3.8537664,0.17350146,40082.60088,0.18755504,15283,"South","Less Populated"
"2700","Texas","Nueces County",2.7956159,0.19418608,54250.12539,0.19623315,323196,"South","Most Populated"
"2701","Texas","Ochiltree County",3.5484605,0.1783841,50912.39558,0.17492418,9758,"South","Less Populated"
"2702","Texas","Oldham County",5.2956123,0.29751402,52292,0.13369781,2119,"South","Least Populated"
"2703","Texas","Orange County",2.9986067,0.12370801,53193.66876,0.13852274,82453,"South","More Populated"
"2704","Texas","Palo Pinto County",2.5450466,0.13524143,45559.52222,0.1362903,27709,"South","Mid-range Population"
"2705","Texas","Panola County",3.2898805,0.11299564,50536.90473,0.12452034,23360,"South","Mid-range Population"
"2706","Texas","Parker County",3.4040089,0.22619237,71805.02285,0.10451867,116309,"South","Most Populated"
"2707","Texas","Parmer County",2.4460397,0.15540513,48485.59334,0.18621273,9340,"South","Less Populated"
"2708","Texas","Pecos County",2.4845545,0.11537408,50282.5907,0.20083317,16358,"South","Less Populated"
"2709","Texas","Polk County",3.784667,0.10662869,41769.09026,0.2287114,46487,"South","More Populated"
"2710","Texas","Potter County",3.1975675,0.13956711,43848.18436,0.22400497,123399,"South","Most Populated"
"2711","Texas","Presidio County",2.7224379,0.16792351,31368.95932,0.2432579,7744,"South","Least Populated"
"2712","Texas","Rains County",2.9267719,0.12071197,49972.76269,0.11509097,11219,"South","Less Populated"
"2713","Texas","Randall County",3.7908921,0.30307439,64292.95422,0.094917558,118379,"South","Most Populated"
"2714","Texas","Reagan County",0.18903537,0.10010427,59257,0.10523114,2988,"South","Least Populated"
"2715","Texas","Real County",2.331074,0.19385548,37059,0.26836157,2896,"South","Least Populated"
"2716","Texas","Red River County",2.8166704,0.084944934,34645.64806,0.17642282,12870,"South","Less Populated"
"2717","Texas","Reeves County",3.3485718,0.069384024,43768.92382,0.27866533,11197,"South","Less Populated"
"2718","Texas","Refugio County",2.9055758,0.11207134,50139.01138,0.16385615,7201,"South","Least Populated"
"2719","Texas","Roberts County",2.271939,0.34090909,72500,0.14595211,871,"South","Least Populated"
"2720","Texas","Robertson County",2.2778101,0.1547136,49823.08272,0.21352527,15637,"South","Less Populated"
"2721","Texas","Rockwall County",3.80773,0.34921533,90481.8887,0.055636846,83701,"South","More Populated"
"2722","Texas","Runnels County",2.4148822,0.16483298,41512.82116,0.2118959,10296,"South","Less Populated"
"2723","Texas","Rusk County",3.125648,0.14639391,47950.95571,0.12740591,49450,"South","More Populated"
"2724","Texas","Sabine County",3.7299473,0.12044496,32126.89487,0.17982215,10199,"South","Less Populated"
"2725","Texas","San Augustine County",2.1689391,0.11858062,30533.10434,0.26756173,8310,"South","Least Populated"
"2726","Texas","San Jacinto County",2.5177047,0.093242273,45283.43799,0.17666437,25207,"South","Mid-range Population"
"2727","Texas","San Patricio County",2.6819427,0.14993711,53831.07351,0.16543987,66476,"South","More Populated"
"2728","Texas","San Saba County",3.2737465,0.18584137,37230.93378,0.23074853,6093,"South","Least Populated"
"2729","Texas","Schleicher County",2.1607366,0.17422435,59766,0.12371134,2816,"South","Least Populated"
"2730","Texas","Scurry County",2.107105,0.16563076,55093.74996,0.18249077,16502,"South","Less Populated"
"2731","Texas","Shackelford County",3.5092762,0.27572426,50285,0.13197322,3014,"South","Least Populated"
"2732","Texas","Shelby County",2.8148291,0.13178244,37568.87618,0.25351575,26851,"South","Mid-range Population"
"2733","Texas","Sherman County",2.4491568,0.19052745,52969,0.1287525,2904,"South","Least Populated"
"2734","Texas","Smith County",2.9935207,0.23862289,51613.16471,0.15408911,208201,"South","Most Populated"
"2735","Texas","Somervell County",3.6076982,0.2849935,50547.22532,0.10621288,8177,"South","Least Populated"
"2736","Texas","Starr County",3.2390971,0.096310213,27526.63957,0.37699184,63499,"South","More Populated"
"2737","Texas","Stephens County",3.054177,0.12288325,46165.08785,0.17873475,9595,"South","Less Populated"
"2738","Texas","Sterling County",NA,0.22666667,50156,0.21043478,1228,"South","Least Populated"
"2739","Texas","Stonewall County",2.947278,0.22395326,47969,0.11938202,1401,"South","Least Populated"
"2740","Texas","Sutton County",4.3529739,0.11832501,54567,0.11745283,4066,"South","Least Populated"
"2741","Texas","Swisher County",2.1040235,0.14703576,35970.94971,0.1520029,7585,"South","Least Populated"
